PersonId,Sex,Age,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
128,Female,18,2,1,1,4,4,1,1,3,4,5,5,1,4,4,4,4,5,5,5,4,3,2,3,3,3,3,3,2,4,3,3,5,4,3,3,3,3,2,3,4,5,1,5,2,5,2,4,5,5,5
129,Male,20,4,1,5,2,5,1,4,3,3,2,1,4,4,3,4,1,2,1,2,2,2,5,3,5,3,3,1,4,4,4,3,2,4,4,3,2,3,2,2,3,4,2,4,2,5,1,4,4,5,4
130,Male,35,5,1,5,1,5,1,5,4,4,1,1,5,5,5,3,1,1,1,2,1,1,5,1,5,1,4,1,5,5,5,4,3,4,2,3,1,5,1,5,5,4,2,5,1,5,1,5,4,5,5
131,Female,24,2,2,2,4,3,2,3,4,1,3,4,2,4,2,2,3,3,3,4,4,2,3,3,3,3,3,3,2,3,2,1,4,3,4,1,4,2,4,1,3,4,2,4,3,3,1,3,3,4,3
132,Female,33,5,1,4,1,5,2,5,4,4,2,5,2,4,3,4,4,5,4,4,4,1,5,1,5,1,4,1,4,4,2,1,3,3,3,4,2,5,1,4,2,5,1,3,1,4,2,4,4,5,4
133,Female,20,3,5,2,5,2,1,1,5,2,5,3,3,4,3,2,2,3,2,3,3,2,3,3,3,2,3,2,4,2,2,3,3,4,2,2,2,4,2,4,3,3,1,4,2,3,2,3,2,4,3
134,Female,59,1,2,4,4,4,2,3,5,3,3,2,4,1,4,2,2,3,1,2,1,1,4,3,4,2,5,2,5,4,4,4,2,4,1,4,2,4,1,2,4,4,3,3,2,4,3,4,4,4,3
135,Female,19,5,2,5,1,5,1,3,1,5,1,4,3,5,2,2,2,2,2,5,1,1,3,2,3,3,4,2,5,4,4,2,4,4,4,2,2,3,3,3,3,5,2,5,3,3,1,3,4,5,4
136,Male,26,2,2,2,2,2,2,2,2,4,4,3,3,4,2,3,4,4,4,4,2,3,3,4,3,3,2,3,3,4,2,4,4,4,3,4,4,3,2,4,4,5,2,5,1,5,1,4,3,5,5
137,Female,24,3,1,4,3,4,1,2,3,1,5,3,5,3,1,1,2,1,1,4,1,1,3,2,5,4,5,2,5,5,5,5,5,5,1,3,4,4,3,5,5,2,4,5,3,5,1,5,1,5,4
138,Female,31,5,1,5,1,5,1,5,1,5,1,4,3,4,2,5,4,4,4,4,4,2,5,3,5,1,5,1,4,4,5,3,5,3,3,1,5,3,1,3,3,3,2,5,2,3,1,5,3,2,5
139,Female,30,1,2,3,4,3,1,1,4,4,3,4,2,5,1,5,2,3,1,2,2,1,5,3,5,1,5,1,4,5,5,2,4,3,5,1,5,2,4,1,1,5,1,5,1,4,1,4,1,5,5
140,Female,18,1,2,2,5,2,1,1,5,2,5,4,3,5,1,1,4,4,2,5,5,4,3,5,2,3,1,5,3,2,2,4,2,5,3,2,1,5,3,3,4,2,2,4,1,1,2,3,2,5,3
141,Female,24,3,1,4,3,3,1,2,4,3,5,4,4,5,2,3,3,3,1,4,2,1,4,1,4,2,4,1,5,4,5,5,1,5,1,4,1,5,2,5,5,4,1,5,1,5,1,4,4,4,4
142,Female,13,4,2,5,2,4,1,5,3,3,2,2,4,3,3,3,2,3,4,2,1,1,5,1,5,1,4,1,4,5,4,4,1,5,2,5,3,5,1,4,5,5,1,5,1,5,1,5,5,5,5
143,Female,19,3,2,5,2,5,2,4,3,4,2,3,4,3,3,2,1,2,2,2,3,1,5,2,5,1,4,2,5,5,4,3,5,2,4,2,4,2,2,2,2,4,2,3,2,3,3,4,3,3,4
144,Female,20,2,3,2,4,2,4,4,3,2,5,5,1,5,1,4,3,5,4,2,4,4,2,4,2,4,4,2,2,1,4,4,2,4,4,2,2,3,2,2,4,4,3,4,1,4,2,4,4,4,4
145,Female,13,3,1,4,2,4,1,4,4,4,2,2,2,5,4,4,4,3,4,4,2,1,4,1,5,2,4,2,4,5,2,4,2,4,4,5,2,4,2,4,5,4,2,4,2,5,2,4,4,4,4
146,Female,16,4,1,3,2,5,1,5,2,3,4,4,4,2,3,3,3,5,5,3,4,3,2,1,3,5,2,3,4,1,3,1,4,2,1,3,5,3,3,1,3,2,3,4,3,4,1,3,3,5,5
147,Female,17,1,1,5,4,5,1,1,4,1,2,1,5,4,2,1,3,2,1,1,2,1,5,1,5,1,5,1,5,5,5,2,4,5,1,2,4,2,2,1,5,5,1,5,1,5,1,5,4,5,1
148,Female,27,3,1,5,1,5,2,5,2,4,2,3,4,2,1,1,3,2,2,2,3,3,5,3,4,1,4,2,4,4,4,2,2,2,2,2,2,2,3,3,2,4,1,4,3,4,2,4,4,2,3
149,Female,20,1,3,4,2,4,2,2,3,2,4,4,4,4,1,1,2,3,2,2,4,1,4,2,4,1,4,2,3,4,4,2,3,3,2,5,2,4,2,4,4,5,2,5,2,3,1,4,5,5,4
150,Female,44,2,1,3,3,4,2,4,2,4,4,4,2,2,5,4,4,2,2,2,1,2,4,1,5,2,3,2,3,4,4,2,2,2,2,2,5,1,2,4,5,4,3,3,1,3,2,4,4,2,3
151,Female,21,4,1,4,2,4,1,5,2,5,2,4,3,4,2,3,4,4,4,4,3,2,4,2,4,1,5,1,4,4,4,3,4,2,3,2,4,3,3,2,3,4,3,3,4,3,3,3,3,2,2
152,Female,21,3,2,4,2,5,2,4,4,2,2,3,4,4,3,2,4,2,2,3,2,2,5,1,4,1,3,1,4,5,4,5,3,4,2,4,3,5,2,4,5,5,2,3,1,4,2,5,4,4,4
153,Male,23,2,4,4,4,3,4,1,2,4,4,3,4,4,4,2,2,2,2,1,2,4,5,1,3,2,5,2,5,4,4,4,5,2,2,2,4,4,1,4,2,2,2,2,1,4,2,4,1,4,4
154,Female,24,1,2,1,5,3,5,1,5,1,5,5,3,5,1,5,5,4,3,5,5,4,2,4,4,5,3,5,3,5,5,4,1,5,4,5,1,4,1,4,4,4,5,5,5,4,1,4,5,5,5
155,Male,39,2,4,2,4,4,2,4,5,3,3,2,3,4,1,4,2,3,2,3,4,2,4,1,4,2,4,2,2,3,4,3,2,2,2,2,2,4,1,3,2,4,1,4,1,4,1,4,1,5,4
156,Female,45,1,4,2,4,2,2,1,5,1,5,4,3,4,2,3,3,3,3,1,4,1,5,1,4,2,5,1,5,3,2,4,5,5,4,4,5,3,1,3,4,5,1,3,3,5,1,5,5,4,4
157,Female,45,3,1,5,1,5,1,5,2,4,1,3,4,3,4,2,3,2,2,4,1,1,5,2,5,1,5,1,5,4,4,3,5,3,1,1,4,2,3,1,2,4,1,3,2,3,2,4,3,5,3
158,Male,20,3,2,5,2,5,1,5,2,5,1,2,3,4,2,1,1,1,1,1,2,1,5,1,5,1,4,1,5,5,5,3,3,5,1,3,4,4,1,4,5,5,1,5,1,5,1,4,5,5,5
159,Female,21,2,4,2,5,3,3,3,3,3,3,5,2,5,1,4,4,4,4,5,4,2,3,3,4,3,3,3,3,3,3,3,5,4,5,3,3,5,2,5,3,3,3,5,3,3,3,3,3,3,4
160,Female,23,2,1,3,4,2,2,3,2,2,2,3,3,3,3,4,2,4,4,3,2,2,4,2,4,2,5,2,5,4,4,5,2,4,2,4,3,4,2,5,3,4,3,5,3,4,1,4,1,4,4
161,Female,23,2,2,5,1,4,2,4,1,4,1,4,2,5,4,1,4,2,2,4,1,1,5,1,5,1,5,1,1,5,5,5,4,4,1,4,1,5,2,5,4,4,1,5,1,5,1,5,4,5,5
162,Female,22,1,5,3,5,1,5,1,5,1,5,5,3,5,2,3,5,4,2,3,2,1,2,1,5,2,5,3,5,4,3,1,5,4,5,2,5,3,3,1,2,3,3,5,1,4,1,3,1,5,4
163,Female,16,4,2,5,2,5,2,5,3,5,3,4,5,4,2,4,4,4,3,3,3,1,5,3,4,3,4,1,5,5,5,3,3,4,3,4,3,3,3,4,3,5,1,4,1,5,1,5,5,4,5
164,Male,20,4,1,5,2,5,1,2,2,4,4,3,4,2,2,2,1,3,2,3,4,1,4,4,5,2,4,1,4,5,5,2,5,2,4,1,4,2,2,1,2,5,1,5,3,3,1,4,5,5,5
165,Female,33,2,4,4,4,4,2,4,4,2,4,1,4,2,4,2,2,2,2,2,2,5,4,1,5,2,4,2,4,4,5,4,2,4,1,4,2,4,2,4,4,4,1,2,1,4,2,4,3,4,4
166,Female,17,4,2,3,3,4,3,3,4,3,4,4,4,4,2,5,2,5,4,3,4,1,5,1,4,1,4,2,4,4,4,2,5,5,4,1,5,1,3,2,3,3,4,5,1,3,2,2,4,5,4
167,,17,1,3,3,3,2,3,1,4,3,4,3,3,4,2,2,3,3,2,4,2,1,4,4,3,2,3,2,3,3,3,3,3,4,2,1,4,4,3,4,4,4,2,5,1,4,1,4,4,3,5
168,Female,20,2,2,4,3,4,2,2,4,2,2,5,2,5,1,4,5,5,4,5,4,1,5,3,5,1,5,1,5,4,4,4,4,4,3,3,3,4,2,4,4,3,2,4,1,3,2,4,3,5,4
169,Female,59,1,5,3,5,1,5,1,1,1,5,1,5,1,5,1,1,1,1,1,1,4,4,1,3,4,4,2,4,2,4,1,4,2,1,2,2,3,2,1,2,4,3,5,3,4,1,3,2,4,4
170,Male,25,5,1,4,3,5,1,4,4,4,3,1,5,3,5,2,2,2,1,2,2,1,5,1,5,1,5,1,5,5,5,4,5,4,4,4,3,4,1,5,4,4,1,5,2,5,1,5,4,4,5
171,Female,18,1,3,1,5,1,3,1,1,1,5,5,3,5,1,1,3,4,3,5,4,2,2,5,2,1,1,3,2,1,3,4,1,4,3,2,1,4,3,3,3,4,2,5,3,3,1,3,4,3,5
172,Male,27,1,4,3,4,3,3,3,3,2,5,3,5,5,1,5,4,3,3,4,5,1,5,2,4,3,4,3,5,4,5,3,5,4,4,2,3,3,3,3,3,3,2,4,1,4,2,5,2,5,4
173,Female,24,3,4,2,2,1,3,4,3,2,5,3,3,4,1,1,3,5,4,5,4,2,4,4,4,3,3,4,3,5,3,2,4,4,3,1,4,1,3,3,3,3,2,3,1,3,3,3,5,5,3
174,Male,29,5,1,5,3,5,1,4,1,5,1,1,5,5,5,1,1,1,1,1,1,1,5,1,4,1,5,1,4,5,5,5,1,5,1,5,1,5,1,1,5,5,1,5,1,5,1,5,5,5,5
175,Female,16,2,5,3,5,3,2,1,4,4,4,1,4,2,5,1,1,2,1,1,2,5,3,3,2,3,2,4,4,3,5,5,2,4,1,4,2,4,1,4,3,4,2,4,2,4,2,3,3,4,4
176,Male,29,2,4,3,5,4,4,3,4,3,5,2,4,4,2,2,2,2,1,3,3,1,4,4,5,3,3,3,3,4,3,3,3,4,2,4,2,3,4,4,4,5,1,4,1,3,2,4,3,5,4
177,Female,33,2,2,2,4,5,1,1,5,2,5,5,1,5,2,5,5,4,5,5,3,1,3,2,4,1,5,2,4,4,3,3,1,2,3,1,4,5,5,1,1,4,3,5,2,5,1,1,1,5,5
178,Male,21,4,2,4,4,2,2,3,2,5,5,3,3,4,4,3,2,4,4,3,1,4,4,1,4,2,5,2,4,5,2,3,2,4,2,4,3,4,1,3,4,4,2,4,1,5,1,5,3,4,4
179,Male,26,3,3,4,3,4,2,2,4,3,4,4,4,4,2,3,3,3,3,3,2,1,4,2,4,3,3,3,4,3,4,4,2,4,3,3,2,4,2,3,4,5,1,5,4,4,1,4,4,4,4
180,Male,21,1,2,2,2,3,4,2,4,4,5,2,4,3,3,2,4,4,4,2,3,3,4,2,4,2,4,3,3,3,3,2,4,4,4,2,4,1,3,2,2,1,2,4,1,4,2,4,1,4,5
181,Female,26,3,2,5,3,4,4,2,2,5,2,3,3,2,4,3,3,3,3,3,2,2,2,1,4,3,4,2,4,4,5,3,2,4,2,4,2,1,1,4,3,4,1,5,1,4,1,5,3,3,5
182,Male,14,3,2,3,2,5,1,3,2,5,3,4,5,5,5,2,2,5,3,4,1,4,3,5,1,4,4,4,2,2,2,4,5,2,1,1,5,2,4,1,5,5,1,5,1,5,1,5,5,4,5
183,Male,13,1,4,3,5,3,5,1,4,3,5,5,3,5,1,5,5,5,5,5,5,5,3,4,2,4,3,5,3,2,3,4,2,4,3,1,3,4,5,3,3,3,3,5,3,3,1,4,3,5,4
184,Male,30,4,3,5,1,5,1,5,1,5,1,1,5,1,5,4,1,3,1,4,1,2,5,1,5,3,4,1,4,5,5,5,5,5,2,1,5,4,3,1,4,4,1,5,1,5,1,5,4,5,5
185,Male,27,3,5,2,5,4,4,3,5,1,5,5,2,5,1,4,4,4,4,5,5,2,4,4,4,2,5,2,3,4,4,2,4,4,3,2,3,4,2,3,5,4,2,4,3,5,2,5,4,5,4
186,Male,17,2,4,2,4,3,2,2,4,3,4,5,2,5,1,4,4,5,5,5,5,2,4,4,4,2,4,2,4,4,1,2,4,4,4,2,3,4,4,3,4,5,1,5,1,5,1,5,5,4,5
187,Female,17,5,2,5,1,5,2,5,5,3,2,3,3,3,3,3,3,3,3,3,2,4,4,2,3,1,3,1,4,3,3,3,2,3,1,5,2,4,2,2,2,3,2,3,2,3,2,5,2,4,3
188,Female,19,3,2,4,3,3,4,2,4,2,4,1,4,2,5,3,3,3,2,3,2,2,4,2,4,2,4,3,2,3,3,3,4,4,1,2,4,4,3,2,4,4,1,2,2,3,4,4,3,4,3
189,Male,18,1,5,4,5,1,2,1,4,3,5,3,5,3,2,4,1,1,1,3,3,5,3,4,1,3,1,2,2,1,2,2,5,5,3,1,3,4,4,3,3,5,1,3,1,4,2,5,5,5,5
190,Female,23,1,4,2,3,4,4,1,4,2,3,5,3,2,3,4,3,3,2,3,3,2,3,2,4,2,5,3,3,4,3,3,3,3,3,3,2,3,1,5,3,2,4,4,3,3,4,3,2,5,2
191,Female,20,5,1,5,3,1,5,1,1,5,5,5,1,1,5,5,1,2,1,1,1,5,5,1,5,5,5,1,5,5,5,1,1,5,5,1,5,1,5,4,5,1,1,5,2,3,5,4,1,1,4
192,Female,19,4,3,3,3,3,3,4,4,3,1,4,4,4,2,4,5,5,3,4,3,1,4,1,4,4,5,3,5,4,5,3,5,3,4,3,5,2,1,3,4,2,3,4,3,5,2,5,3,2,4
193,Male,23,4,3,4,2,4,2,3,2,4,4,1,3,3,3,2,2,4,4,2,3,5,4,1,5,2,4,2,5,4,4,3,2,4,2,5,2,4,2,4,3,3,2,4,2,4,2,4,2,4,4
194,Male,14,1,5,3,5,1,5,3,5,1,4,2,3,3,4,3,3,4,4,4,1,4,2,4,1,5,2,4,2,1,3,3,3,5,4,2,3,3,3,3,3,4,4,5,3,4,1,4,3,3,5
195,Male,18,1,5,4,4,1,5,3,4,5,5,3,5,5,5,5,3,3,3,4,5,4,4,2,4,2,4,2,3,4,3,2,3,5,4,2,2,2,4,1,4,4,2,4,1,4,2,2,3,5,5
196,Female,18,4,2,5,3,5,3,5,1,5,2,1,5,1,3,4,1,2,1,2,3,3,5,4,4,2,4,2,4,5,5,2,4,2,5,1,3,2,5,1,1,4,4,5,3,2,1,3,3,4,3
197,Male,16,2,4,3,4,1,4,2,4,1,4,4,2,5,4,4,4,3,2,4,3,2,3,4,2,2,2,4,4,2,4,2,2,4,3,2,3,4,2,1,4,4,4,4,4,3,2,3,3,4,4
198,Female,23,3,2,4,2,3,2,2,1,5,5,2,4,4,2,1,4,5,1,1,3,4,4,1,4,2,5,2,5,5,5,5,3,5,2,3,5,3,3,5,5,2,3,4,3,4,1,3,2,3,3
199,Female,22,5,1,5,3,5,2,5,2,3,2,3,3,3,3,3,3,2,2,2,3,5,5,1,5,2,5,1,5,5,4,5,4,5,2,3,1,3,3,5,3,2,3,3,3,3,3,5,2,3,3
200,Male,19,1,5,2,5,2,4,1,5,1,5,2,4,2,4,2,2,2,1,2,1,3,4,1,4,3,3,3,4,4,4,3,4,3,2,2,5,3,2,3,3,4,3,5,1,5,1,3,4,5,5
201,Male,21,3,2,3,2,3,3,3,5,2,3,3,3,5,4,2,4,3,3,3,3,1,4,3,4,1,4,2,4,4,3,4,4,5,3,3,2,5,2,2,5,3,2,4,2,3,5,4,4,4,5
202,Male,19,1,5,1,5,1,5,1,5,1,5,5,1,5,2,5,5,4,4,1,3,5,1,1,3,5,5,5,1,1,3,3,5,3,3,3,5,3,4,2,3,3,3,5,5,1,3,3,2,5,1
203,Male,14,1,3,5,1,3,4,3,5,5,5,3,5,5,5,5,5,3,2,4,3,5,5,5,5,1,5,3,3,5,4,1,3,3,5,3,5,3,3,3,3,4,5,4,3,3,1,3,3,3,4
204,Female,39,5,1,5,1,5,1,5,2,5,1,5,2,5,2,4,3,5,4,5,4,1,5,3,5,1,5,1,5,5,5,3,4,4,3,4,3,4,1,3,4,4,1,5,2,5,1,5,1,5,5
205,Male,26,1,5,2,3,1,3,1,5,3,5,1,1,5,1,1,1,5,1,1,1,3,3,3,5,3,5,3,5,4,1,3,1,5,3,3,1,5,2,3,5,5,5,5,5,3,1,1,3,5,3
206,Male,48,1,4,5,2,4,2,4,2,5,4,1,4,3,4,2,2,1,1,1,1,1,5,1,4,2,4,1,4,4,4,4,1,4,2,3,2,4,1,4,4,4,2,5,2,4,2,5,5,5,5
207,Female,33,1,3,2,2,4,4,1,5,1,5,3,3,4,2,3,4,5,3,4,4,2,3,2,2,2,4,3,3,4,2,3,2,4,2,4,2,5,3,4,3,4,3,3,2,3,4,4,4,4,3
208,Male,20,2,5,2,5,3,4,4,2,5,3,1,3,4,3,2,3,4,3,3,3,5,3,5,2,3,4,3,4,2,4,5,2,3,3,4,4,3,2,3,4,1,3,4,3,4,4,3,3,4,3
209,Female,22,4,1,5,2,4,1,4,2,5,2,3,5,4,4,4,2,1,2,2,2,1,5,2,5,1,5,1,4,5,5,4,4,4,3,4,2,5,2,5,4,4,4,3,5,4,3,4,3,5,4
210,Male,21,1,4,5,5,2,4,1,5,1,2,3,5,5,5,5,1,1,1,1,1,1,1,3,1,5,1,5,1,1,1,5,1,5,1,5,1,5,1,5,1,3,1,3,1,3,1,5,3,5,3
211,Female,29,1,4,4,5,2,4,1,4,2,4,4,4,5,4,2,4,2,2,4,2,4,2,4,2,4,2,4,2,2,2,5,4,5,2,5,5,5,1,4,4,4,2,4,2,4,2,2,4,2,3
212,Male,43,3,4,4,3,4,2,4,4,2,2,4,3,4,3,2,4,2,2,4,2,1,4,2,4,2,4,2,4,3,4,3,5,3,4,2,4,3,2,2,4,4,2,4,3,4,1,4,3,4,4
213,Female,13,1,4,2,3,4,2,1,5,2,5,3,3,5,1,3,4,4,5,3,5,5,4,4,2,3,1,2,5,2,4,3,2,5,1,3,3,4,3,2,5,5,1,4,1,4,3,5,5,4,5
214,Male,22,2,4,2,3,5,4,2,4,3,4,1,4,4,3,2,5,3,3,5,3,2,3,3,5,1,5,5,5,5,4,3,1,3,2,3,5,2,3,3,4,3,5,2,1,4,4,4,4,3,4
215,Female,23,4,1,3,3,4,1,5,3,5,2,3,4,5,4,3,5,3,3,5,3,1,5,4,5,2,5,1,5,5,4,5,1,5,3,3,3,5,1,3,4,2,2,5,3,2,2,2,1,5,3
216,Male,24,3,3,3,3,3,5,1,5,1,5,1,5,4,2,4,3,5,3,2,4,2,4,1,5,2,5,1,3,5,2,3,5,5,4,1,1,5,3,5,3,1,5,4,2,1,5,3,1,5,1
217,Male,39,2,3,2,3,2,1,2,3,3,4,4,3,5,3,4,4,4,4,4,4,1,4,1,5,1,5,1,3,5,3,5,2,5,2,4,1,5,3,4,4,5,1,5,2,5,1,4,4,5,5
218,Female,29,4,1,3,1,5,1,1,1,5,5,4,3,5,1,1,1,3,1,1,5,1,5,5,5,1,5,1,3,5,4,4,5,5,2,1,2,5,2,3,2,5,3,5,1,5,1,4,5,5,5
219,Male,39,2,1,4,4,5,1,3,4,5,2,4,3,5,1,2,2,3,2,1,2,1,4,3,5,1,4,1,4,4,4,3,1,4,2,4,1,5,1,2,4,3,1,5,5,4,1,4,4,5,2
220,Female,26,2,4,2,4,2,4,2,2,3,3,4,2,4,4,4,4,4,3,4,4,2,2,4,4,4,4,4,2,4,3,2,2,4,2,3,3,2,2,2,4,4,4,2,4,2,4,2,2,4,2
221,Female,17,4,1,3,1,4,1,5,1,5,1,5,2,5,1,5,5,5,5,5,5,1,5,4,4,1,4,1,5,5,4,3,5,5,5,1,5,1,3,1,3,5,3,5,3,5,1,5,4,4,5
222,Female,18,5,1,5,3,5,2,5,3,4,1,4,3,5,1,3,4,4,4,2,5,1,5,2,5,1,3,1,4,4,4,3,3,4,3,2,2,4,3,3,3,5,1,3,1,3,2,4,5,4,3
223,Female,17,3,4,4,2,4,2,2,2,5,2,3,5,3,2,4,3,3,1,3,2,4,4,4,2,4,4,2,3,4,4,5,5,2,2,3,4,3,2,1,3,4,3,4,2,5,1,4,3,2,5
224,Female,26,5,1,5,1,5,1,4,5,1,4,1,5,3,1,4,5,1,3,5,1,4,5,3,3,1,5,1,5,4,3,5,1,5,1,3,5,1,3,4,3,5,1,3,3,4,1,5,5,2,3
225,Male,17,2,4,3,4,2,3,2,4,4,4,4,4,5,3,3,3,4,4,3,3,2,5,2,5,2,4,2,3,5,3,3,3,4,3,1,1,4,5,3,3,3,3,5,2,3,1,2,2,5,5
226,Female,16,4,3,2,3,2,3,2,3,3,2,3,1,5,2,2,5,3,4,3,2,5,3,1,2,2,5,3,3,4,2,5,1,4,2,5,4,3,5,4,2,3,2,3,2,2,4,3,3,3,2
227,Female,17,2,2,4,4,3,2,4,4,4,5,5,2,5,2,2,3,2,2,4,4,1,4,4,5,1,4,1,5,5,4,5,4,4,2,2,4,3,2,4,4,5,2,5,2,4,1,4,4,5,3
228,Male,35,3,3,5,2,3,1,4,3,5,2,1,4,1,4,2,4,1,2,4,2,2,4,3,2,5,1,4,3,4,3,4,4,2,5,3,5,4,3,2,4,5,1,4,1,5,1,5,5,3,5
229,Female,39,1,3,2,5,2,2,1,5,2,4,4,3,4,2,4,3,4,3,3,4,1,4,2,4,2,4,4,4,4,4,4,5,4,4,3,4,3,4,4,3,4,2,2,2,3,4,4,4,4,3
230,Female,18,2,4,2,4,2,2,2,4,1,4,3,3,4,2,2,3,3,4,3,4,4,3,4,3,2,3,3,3,3,3,2,4,4,4,2,4,2,2,3,2,4,1,5,2,3,2,3,4,4,4
231,Female,29,2,4,2,4,2,4,2,4,2,4,3,4,3,2,3,4,4,4,2,4,3,3,2,4,2,4,2,4,3,3,4,2,2,2,2,4,4,2,4,3,4,2,2,2,4,2,4,2,4,3
232,Female,15,1,4,1,3,3,3,1,4,1,5,5,1,3,1,5,5,5,5,5,5,4,1,3,4,4,2,5,3,3,4,2,3,3,4,4,4,2,3,1,5,3,3,5,1,4,1,5,4,5,5
233,Male,15,1,3,1,5,1,5,1,5,5,5,5,1,5,1,5,5,5,5,5,1,5,2,1,5,1,5,5,1,5,1,1,1,5,1,2,5,5,5,1,1,5,1,5,5,5,1,5,1,5,5
234,Male,16,1,2,4,4,5,4,1,4,5,5,5,1,5,5,4,5,5,5,5,5,5,5,4,5,2,5,1,5,5,5,4,4,5,4,4,5,5,5,4,5,1,1,3,5,1,5,5,1,4,2
235,Female,20,3,1,4,3,3,1,4,3,3,5,3,4,5,3,2,3,4,1,3,2,1,5,1,5,1,5,1,5,5,5,2,4,5,3,3,4,1,3,2,4,4,1,5,1,4,1,5,4,5,5
236,Male,19,1,4,1,5,1,5,1,4,1,5,1,1,2,5,5,4,5,4,4,2,4,1,4,1,5,1,5,1,1,1,1,5,3,5,1,5,1,5,1,2,3,1,1,5,1,1,4,1,1,4
237,Female,42,3,3,3,2,4,2,2,3,2,2,4,2,5,1,4,5,5,5,4,5,1,4,2,5,1,5,2,5,4,4,2,2,4,5,1,2,4,2,2,3,4,3,5,2,2,2,5,2,5,3
238,Male,19,2,4,2,4,3,3,3,4,2,4,3,4,4,4,4,3,3,3,3,3,4,4,3,4,2,4,3,3,3,4,4,3,3,4,2,4,4,3,3,3,4,3,4,3,4,2,4,2,3,4
239,Female,18,1,4,1,4,5,4,5,4,2,2,5,2,5,1,4,4,5,4,4,5,5,4,2,3,4,3,4,2,1,1,5,2,4,3,3,3,4,2,4,4,4,5,4,5,2,2,4,4,4,3
240,Male,17,1,5,3,4,2,5,2,4,1,3,2,4,3,3,2,2,3,2,2,3,4,2,1,3,3,4,4,3,3,3,4,2,3,2,4,3,4,2,4,4,3,2,3,2,3,2,4,4,5,3
241,Female,15,1,3,1,4,2,4,1,3,4,5,5,2,5,1,4,5,5,4,3,5,2,4,3,3,2,4,2,3,2,3,3,5,4,4,1,3,3,4,1,4,3,1,5,1,4,1,5,4,5,4
242,Female,42,3,3,5,3,5,1,4,2,3,3,1,5,2,5,1,1,1,1,1,1,1,5,1,5,1,4,1,4,5,5,4,4,3,1,3,3,3,1,1,5,5,1,5,1,4,1,5,4,5,4
243,Female,25,1,2,3,4,3,2,2,4,2,4,5,1,5,1,3,5,4,4,5,5,1,5,5,5,2,5,2,3,5,4,2,4,3,4,2,4,5,4,2,3,4,2,3,1,3,4,5,4,4,3
244,Male,15,2,4,3,4,2,5,2,5,1,5,5,4,4,4,4,3,2,2,4,4,4,4,2,4,2,4,4,3,2,3,3,3,4,3,1,4,3,3,1,2,3,5,3,4,4,3,3,2,3,3
245,Female,17,1,1,5,5,5,5,3,4,5,5,5,1,5,3,5,5,5,5,5,5,5,3,2,5,1,5,2,4,5,4,2,5,5,5,4,5,3,4,5,5,4,4,5,4,4,2,4,2,5,4
246,Female,16,3,1,5,3,3,1,5,3,5,1,5,1,5,3,5,5,5,5,5,4,5,4,1,5,1,5,3,5,5,5,1,5,1,3,1,5,1,5,1,1,4,3,5,2,3,5,5,2,5,5
247,Male,26,2,1,4,2,5,1,2,2,3,2,3,4,5,1,4,4,2,2,4,2,2,4,1,4,2,3,2,1,2,4,4,1,5,1,4,1,5,2,5,4,5,1,5,1,5,1,4,5,2,4
248,Other,19,1,5,2,5,1,4,1,5,1,5,2,4,2,3,2,2,5,5,2,3,2,2,3,4,4,3,5,2,4,3,2,1,3,3,1,1,5,4,1,3,3,2,5,3,3,1,4,3,4,3
249,Female,37,1,4,3,4,3,1,2,3,2,4,4,3,5,2,2,2,3,3,3,3,2,3,1,4,2,2,3,3,4,3,5,2,4,2,3,1,4,2,4,3,5,2,4,2,3,2,5,4,4,3
250,Male,24,3,5,4,4,2,3,3,2,4,2,4,3,5,3,4,5,3,3,2,3,4,3,1,5,3,5,3,2,4,4,3,1,5,3,4,3,4,3,3,4,2,1,4,2,4,1,4,1,3,4
251,Female,19,5,2,4,3,2,3,4,3,3,5,3,4,3,3,2,2,2,1,2,2,1,4,3,4,3,5,3,4,4,5,3,1,2,4,4,4,2,1,1,3,3,1,4,5,4,2,5,2,5,3
252,Male,36,1,5,2,5,2,3,1,5,1,5,3,2,4,2,4,1,2,1,1,3,1,4,1,5,2,5,2,5,4,5,2,4,3,2,1,3,4,2,4,3,5,1,4,1,4,1,4,5,5,5
253,Male,16,3,4,4,4,4,3,4,3,3,4,4,3,3,2,3,4,4,5,4,3,5,4,2,4,3,5,2,4,5,3,2,4,4,4,2,4,4,2,2,4,3,3,3,2,3,2,4,3,3,4
254,Male,24,3,4,4,2,3,4,4,4,4,4,2,3,4,4,2,4,2,2,2,4,4,3,1,4,3,3,3,3,4,4,3,1,5,2,4,1,4,1,3,4,2,2,4,2,5,1,5,2,4,4
255,Female,26,4,3,5,1,5,1,3,2,5,2,3,2,3,3,3,2,4,3,4,2,3,4,2,3,2,2,2,3,3,5,4,3,5,2,5,1,5,1,5,3,3,3,4,2,5,1,3,1,3,5
256,Male,20,1,2,5,4,4,2,5,5,1,5,5,4,5,3,4,4,3,3,3,1,1,5,1,5,3,5,1,5,5,5,3,5,5,5,3,5,5,4,4,5,5,3,4,3,5,2,5,5,5,5
